,lfd,Ort,GID,LONG,LAT,grid_chr,grid_num,romanNr,trayNr,count,n_places,new
1086,1140,Kilstett,31152,7.85798,48.67473,m',14,III,8,11,1,31152
1115,1139,Gambsheim,32839,7.87971,48.69159,m',14,III,8,11,1,32839
1160,1131,Herlisheim (Herrlisheim),29370,7.90651,48.72976,m',14,III,8,11,1,29370
1173,1132,Offendorf,31592,7.91375,48.71167,m',14,III,8,11,1,31592
1200,1138,Freistett,130329,7.93582,48.67138,m',14,III,8,11,1,130329
1237,1134,Helmlingen,128526,7.9656,48.70959,m',14,III,8,11,1,128526
1257,1133,Grauelsbaum,134158,7.98186,48.73575,m',14,III,8,11,1,134158
1258,1137,Memprechtshofen,132478,7.98237,48.68233,m',14,III,8,11,1,132478
1264,1136,Muckenschopf am Rhein,128139,7.98806,48.69362,m',14,III,8,11,1,128139
1274,1135,Scherzheim,127501,7.99655,48.7137,m',14,III,8,11,1,127501
1289,1963,Lichtenau,131261,8.00691,48.72636,m',14,III,8,11,1,131261
1299,1964,Ulm (bei Bühl),544369,8.01434,48.727,m',15,III,8,16,1,544369
1341,1965,Schwarzach (bei Bühl),134122,8.04423,48.74717,m',15,III,8,16,1,134122
1357,1976,Unzhurst,132964,8.05808,48.68815,m',15,III,8,16,1,132964
1359,1966,Hildmannsfeld,132658,8.05893,48.73423,m',15,III,8,16,1,132658
1370,1967,Moos,133296,8.06679,48.71918,m',15,III,8,16,1,133296
1395,1968,Oberbruch,130663,8.08775,48.72893,m',15,III,8,16,1,130663
1410,1969,Balzhofen,128995,8.09765,48.71247,m',15,III,8,16,1,128995
1425,1974,Oberweier,131880,8.10851,48.70178,m',15,III,8,16,1,131880
1430,1975,Ottersweier,127816,8.11279,48.66967,m',15,III,8,16,1,127816
1433,1970,Vimbuch,132406,8.11501,48.71676,m',15,III,8,16,1,132406
1451,1971,Weitenung,132487,8.12886,48.73998,m',15,III,8,16,1,132487
1457,1973,Bühl,130805,8.13592,48.69536,m',15,III,8,16,1,130805
1461,1559,Liedelshof bei Sinzheim,128945,8.13914,48.74435,m',15,III,8,16,1,128945
1481,1972,Steinbach,133738,8.16038,48.72843,m',15,III,8,16,1,133738
1482,1983,Altschweier,130981,8.16047,48.69964,m',15,III,8,16,1,130981
1486,1982,Eisental,132403,8.16417,48.71189,m',15,III,8,16,1,132403
1504,1980,Varnhalt,130598,8.17941,48.73522,m',16,III,8,9,1,130598
1509,1981,Neuweier,133384,8.18377,48.72012,m',16,III,8,9,1,133384
1513,"1984, 1985, 1986","Bühlertal-Untertal, Bühlertal-Obertal, Bühlertal-Hof","129024, 129024, 129024",8.19194,48.68215,m',16,III,8,9,3,129024
1563,1977,Gerolsau,535448,8.24536,48.73474,m',16,III,8,9,1,535448
1578,"1978, 1979","Lichtent(h)al, Lichtent(h)al","535449, 535449",8.2614,48.74458,m',16,III,8,9,2,535449
1640,1993,Bermersbach,130071,8.34126,48.69401,m',16,III,8,9,1,130071
253,"1141, 1143","Engenthal, Engental","27195, 27195",7.30153,48.63467,n',10,III,9,3,2,27195
267,1142,Wangenburg,29369,7.30732,48.6228,n',10,III,9,3,1,29369
312,1144,Birkenwald,29333,7.34505,48.65874,n',11,III,9,19,1,29333
358,1161,Allenweiler,36490,7.37795,48.65555,n',11,III,9,19,1,36490
396,1163,Koßweiler (Cosswiller),28257,7.39912,48.63165,n',11,III,9,19,1,28257
408,1152,Romansweiler,34275,7.40829,48.64445,n',11,III,9,19,1,34275
434,1149,Krastatt,23381,7.4265,48.65831,n',11,III,9,19,1,23381
448,1215,Balbronn,35977,7.43736,48.58406,n',11,III,9,19,1,35977
460,1164,Westhofen,24688,7.44341,48.60424,n',11,III,9,19,1,24688
464,"1153, 1154","Wasselnheim (Wasselonne), Wasselnheim (Wasselonne)","31081, 31081",7.44724,48.63718,n',11,III,9,19,2,31081
501,1160,Tränheim,34544,7.46472,48.59545,n',11,III,9,19,1,34544
505,1155,Wangen,28922,7.4664,48.61834,n',11,III,9,19,1,28922
515,1151,Hohengöft,23946,7.47311,48.66189,n',11,III,9,19,1,23946
520,1228,Irmstett,24704,7.47751,48.58828,n',11,III,9,19,1,24704
524,1150,Rangen,33522,7.47865,48.66636,n',11,III,9,19,1,33522
542,1158,Odratzheim,31925,7.48778,48.60108,n',11,III,9,19,1,31925
546,1156,"Marlenheim, Kärchheim",33840,7.49054,48.62101,n',11,III,9,19,1,33840
550,1159,Scharrachbergheim,32837,7.49581,48.593,n',11,III,9,19,1,32837
554,1157,Kirchheim,24668,7.49624,48.60963,n',11,III,9,19,1,24668
568,1232,Dahlenheim,26013,7.50654,48.58628,n',11,III,9,19,1,26013
574,1174,Nordheim,32110,7.51005,48.63544,n',12,III,9,24,1,32110
579,1165,Winzenheim (Wintzenheim-Kochersberg),26979,7.51469,48.65916,n',12,III,9,24,1,26979
598,1173,Küttolsheim,27104,7.52543,48.64343,n',12,III,9,24,1,27104
618,1167,Neugartheim und Ittlenheim,25779,7.53766,48.6623,n',12,III,9,24,1,25779
620,1175,Fessenheim (Fessenheim-le-Bas),35955,7.5391,48.63315,n',12,III,9,24,1,35955
632,1166,Ittlenheim,25115,7.54562,48.65481,n',12,III,9,24,1,25115
647,1233,Osthofen,24551,7.55672,48.58641,n',12,III,9,24,1,24551
660,"1179, 1234","Fürdenheim, Fürdenheim","34859, 34859",7.56378,48.61325,n',12,III,9,24,2,34859
671,1120,Schnersheim,32182,7.568,48.65809,n',12,III,9,24,1,32182
677,1176,Dossenheim-Kochersberg,32661,7.57335,48.63816,n',12,III,9,24,1,32661
679,1177,Quatzenheim,24532,7.57372,48.62636,n',12,III,9,24,1,24532
687,1182,Kleinfrankenheim,34848,7.58074,48.66169,n',12,III,9,24,1,34848
702,1178,Hürtigheim,27189,7.59369,48.6152,n',12,III,9,24,1,27189
710,"1180, 1181","Ittenheim, Ittenheim","30480, 30480",7.59542,48.60404,n',12,III,9,24,2,30480
724,1168,Truchtersheim,35853,7.60723,48.66319,n',12,III,9,24,1,35853
725,1170,Wiwersheim,28614,7.60738,48.63994,n',12,III,9,24,1,28614
745,"1171, 1172","Offenheim, Stutzheim-Offenheim","26926, 31026",7.61838,48.63195,n',12,III,9,24,2,"26926, 31026"
791,1169,Pfettisheim,27452,7.64331,48.66042,n',12,III,9,24,1,27452
804,1237,Oberschäffolsheim,27065,7.65236,48.5868,n',12,III,9,24,1,27065
828,1188,"Dingsheim, Griesheim",36457,7.66779,48.62966,n',12,III,9,24,1,36457
831,1187,Pfulgriesheim,24960,7.67069,48.64279,n',12,III,9,24,1,24960
853,1197,Straßburg-Oberhausbergen,33908,7.68507,48.60569,n',13,III,9,15,1,33908
865,1191,Mittelhausbergen,34744,7.69275,48.61406,n',13,III,9,15,1,34744
873,1190,Niederhausbergen,24916,7.70033,48.62313,n',13,III,9,15,1,24916
876,1186,Lamgertheim,28121,7.70087,48.65016,n',13,III,9,15,1,28121
898,1185,Mundolsheim,36542,7.71544,48.64179,n',13,III,9,15,1,36542
